Wind ID,Date/Time,Latitude,Longitude,Nearest town,State,Max Gust speed,Comments,,,
7199,5/11/2014 2:49,-34.5484,150.3679,MOSS VALE,NSW,57,NULL Thunderstorm cell produced 57 knot wind gust at Moss Vale.%D Synoptic: low pressure trough moving across the state produced multiple severe thunderstorm cells (events) across central and NE NSW.,,,
7200,5/11/2014 6:35,-30.9484,150.2511,GUNNEDAH AERODROME,NSW,57,"NULL A thunderstorm cell produced a 57 knot gust at Gunnedah, and a 59 knot gust at Tamworth. Synoptic: low pressure trough moving across the state produced multiple severe thunderstorm cells (events) across central and NE NSW.",,,
7201,5/11/2014 6:54,-31.0817,150.8511,TAMWORTH AIRPORT,NSW,59,"SES reports multiple jobs in Tamworth area, mainly associated with trees down. A thunderstorm cell produced a 57 knot gust at Gunnedah, and a 59 knot gust at Tamworth. Synoptic: low pressure trough moving across the state produced multiple severe thunderstorm cells (events) across central and NE NSW.",,,
7202,5/11/2014 8:31,-30.5317,151.6178,ARMIDALE AIRPORT,NSW,51,"SES reports multiple jobs in Armidale area, mainly associated with trees down. A thunderstorm cell produced a 51 knot wind gust at Armidale. Synoptic: low pressure trough moving across the state produced multiple severe thunderstorm cells (events) across central and NE NSW.",,,
7203,14/11/2014 8:02,-31.4985,143.368,WILCANNIA AERODROME,NSW,49,NULL A thunderstorm produced a 48 knot wind gust at Wilcannia.,,,
7204,14/11/2014 8:53,-29.4152,142.0346,TIBOOBURRA,NSW,62,NULL A thunderstorm produced a 62 knot wind gust at Tibooburra.,,,
7205,23/11/2014 5:19,-34.8151,149.7179,GOULBURN AIRPORT,NSW,49,NULL A thunderstorm produced a 49 knot gust at Goulburn.,,,
7206,23/11/2014 6:37,-34.8151,149.7179,GOULBURN AIRPORT,NSW,50,NULL A thunderstorm produced a 50 knot wind gust a Goulburn.,,,
7207,24/11/2014 4:15,-33.6651,150.6846,CASTLEREAGH,NSW,0,SES reports a roof blown off with a thunderstorm at Castlereagh (Western Sydney). %D LGA: Penrith City Council Wind damage reported form thunderstorms in western Sydney,,,
7208,24/11/2014 4:15,-33.7179,150.7846,WILLMOT,NSW,0,Spotter reports trees blown over with gusts from a thunderstorm at Willmot. %D LGA: Penrith City Council Wind damage reported form thunderstorms in western Sydney,,,
7209,24/11/2014 5:54,-32.7984,151.8428,WILLIAMTOWN AERODROME,NSW,53,SES reports a Jetstar hangar at Newcastle airport (Williamtown) is threatening to collapse following wind damage from a thunderstorm. %D LGA: Port Stephens Council A 53 knot gust recorded with a thunderstorm at Williamtown.,,,
7210,24/11/2014 7:01,-34.5318,144.818,HAY AIRPORT,NSW,49,NULL 49 knot gust recorded with a thunderstorm at Hay.,,,
7211,24/11/2014 7:17,-31.0817,150.8511,TAMWORTH AIRPORT,NSW,50,NULL 50 knot wind gust recorded with a thunderstorm at Tamworth.,,,
7212,30/11/2014 2:50,-33.7984,151.0512,THE PONDS CREEK,NSW,0,Roof ripped off with a thunderstorm. %D LGA: Blacktown City Council Roof damage (roof ripped off) reported from The Ponds area with a thunderstorm.,,,
7213,3/12/2014 3:30,-34.8151,149.7179,GOULBURN AIRPORT,NSW,48,NULL 48 knot gust recorded at Goulburn with a thunderstorm.,,,
7223,7/12/2014 1:40,-34.0484,150.6846,CAMDEN,NSW,48,LGA: Camden NULL,,,
7225,7/12/2014 2:10,-32.5484,149.6012,MUDGEE AIRPORT,NSW,55,NULL NULL,,,
7254,11/12/2014 3:39,-30.5317,151.6178,ARMIDALE AIRPORT,NSW,55,NULL 55 knot gust with a thunderstorm at Armidale airport.,,,
7255,16/12/2014 4:30,-30.9651,148.3679,COONAMBLE AIRPORT,NSW,53,NULL 53 knot gust with a thunderstorm at Coonamble,,,
7256,16/12/2014 6:55,-31.7651,150.8345,MURRURUNDI,NSW,70,"NULL 70 knot gust at Murrurundi with a thunderstorm, 51 knot gust at Scone.",,,
7257,16/12/2014 6:54,-32.0484,150.8678,SCONE,NSW,51,"NULL 70 knot gust at Murrurundi with a thunderstorm, 51 knot gust at Scone.",,,
7258,7/12/2014 6:43,-31.8151,150.7345,MURRURUNDI,NSW,50,NULL 50 knot gust with thunderstorm at Murrurundi,,,
7259,18/12/2014 7:14,-30.3151,153.1178,COFFS HARBOUR AIRPORT,NSW,53,"NULL 53 knot gust with a thunderstorm at Coffs Harbour, then a 53 knot gust at Grafton Research Station.",,,
7260,18/12/2014 7:30,-29.7484,153.0345,GRAFTON AIRPORT,NSW,53,"Gust at Grafton Research Station AWS. 53 knot gust with a thunderstorm at Coffs Harbour, then a 53 knot gust at Grafton Research Station.",,,
7261,18/12/2014 8:30,-29.1151,153.4345,EVANS HEAD,NSW,50,"Spotter estimates 50 knot gust at Evans Head with a thunderstorm. 53 knot gust with a thunderstorm at Coffs Harbour, then a 53 knot gust at Grafton Research Station.",,,
7262,22/12/2014 5:54,-33.5984,150.7679,RICHMOND AERODROME,NSW,48,LGA: City of Hawkesbury 48 knot gust with a thunderstorm at Richmond,,,
7263,29/12/2014 5:53,-36.2517,150.2265,MONTAGUE ISLAND,NSW,49,NULL 49 knot gust at Montague Island with a thunderstorm.,,,
7264,29/12/2014 7:16,-34.4817,150.4179,BOWRAL,NSW,55,High Range AWS NW of Bowral. 55 knot gust at High Range AWS (Illawarra) with a thunderstorm.,,,
7265,20/01/2015 5:00,-30.9651,151.3511,WOOLBROOK,NSW,63,"Spotter estimate of wind gust strength. Spotter report of 50mm in 60 minutes with a thunderstorm, and estimated 117km/h wind gusts.",,,
7266,20/01/2015 10:45,-34.7485,146.5512,NARRANDERA,NSW,49,NULL 49 knot wind gust at Narrandera,,,
7280,24/01/2015 7:36,-30.0423,145.952,Burke Airport,NSW,49,NULL NULL,,,
7281,24/01/2015 4:00,-31.079,152.719,Sherwood,NSW,0,From the Macleay Argus (local newspaper): A POWERFUL willy-willy tore through Sherwood on Sunday afternoon," uprooting trees and bringing down powerlines."" Images of large trees blown over. See%D http://www.macleayargus.com.au/story/2842677/willy-willy-strikes-at-sherwood/%D YKMP AWS reported 47kt gust at 3:55UTC. NULL""",,
7282,25/01/2015 7:48,-28.8824,153.0618,Casino Airport,NSW,51,NULL NULL,,,
7283,26/05/2015 5:30,-30.7869,150.778,Manilla,NSW,0,Damage photos submitted via email. Inconclusive but potential tornado. At minimum can conclude TS was severe with gusts > 90km/h. NULL,,,
7284,27/01/2015 3:54,-29.4898,149.8471,Moree,NSW,54,NULL NULL,,,
7285,11/02/2015 0:00,-36,146.368,Corowa,NSW,0,"Thunderstorm(s) over Corowa area between about 7pm and 8:20pm produce damage with 16 jobs reported to the SES, and NSW Fire&Rescue coordinating response. Wind most likely cause with Yarrawonga PPI showing several gust fronts over the district (and also gusts of 44kt and 41kt reported at Albury and Deniliquinn AWSs respectively about 8:30pm). NULL",,,
7286,11/02/2015 10:15,-35.267,147.065,The Rock,NSW,53,Leigh Rainbird (storm spotter) reports 10 min avg wind speed 63 kmh. Max gust 98 km/h. Radar shows this was likely a gust front ahead of a thunderstorm squall line. NULL,,,
7287,14/02/2015 6:28,-33.0682,147.2133,Condobolin,NSW,51,51kt gust with thunderstorm at YCDO AWS. NULL,,,
7288,15/02/2015 7:55,-32.0012,141.4694,Broken Hill,NSW,54,54kt gust with thunderstorm at YBHI AWS NULL,,,
7289,26/05/2015 8:22,-34.2487,146.0695,Griffith,NSW,49,49kt gust with thunderstorm at YGTH NULL,,,
7290,25/02/2015 8:05,-30.9776,148.3798,Coonamble,NSW,59,Thunderstorm produces 59kt gust at YCNM AWS. NULL,,,
7291,26/02/2015 7:50,-31.6061,152.4669,Comboyne,NSW,0,"Storm spotter at Comboyne reports thunderstorm producing 3cm hail, 60mm in 60 min, trees down. NULL",,,
7292,26/02/2015 7:20,-32.2637,150.889,Muswellbrook,NSW,0,Weather Zone reports golf ball sized hail from thunderstorm at Muswellbrook. Local paper reports 50c piece sized hail. Weather Zone also reports wind damage (ripped veranda roof off a house). Radar shows cell was an anomalous left mover. NULL,,,
7293,1/03/2015 4:22,-34.0615,150.7735,Campbelltown,NSW,55,"Thunderstorm produces 20c piece sized hail at Camden, 55kt gust at Campbelltown AWS. NULL",,,
7294,1/03/2015 5:24,-33.6185,150.2741,Mount Boyce,NSW,51,Thunderstorm squall line produces 51kt gust at MTBO AWS NULL,,,
7295,1/03/2015 5:43,-32.5628,149.6149,Mudgee,NSW,51,Thunderstorm squall line produces 48kt gust at YMDG AWS NULL,,,
7296,1/03/2015 9:40,-31.9151,152.4559,Taree,NSW,0,Tree damage from thunderstorm reported by storm spotter. NULL,,,
7297,8/03/2015 4:12,-29.7583,153.0297,Grafton,NSW,61,Thunderstorm produces 61kt gust and 50mm in 30min at YGFN AWS. NULL,,,
7298,11/03/2015 3:01,-34.5253,150.4217,Moss Vale,NSW,53,LGA: Wingecarribee. Thunderstorm produces 53kt gust at MSV AWS. NULL,,,
7299,11/03/2015 7:26,-33.8969,150.7281,Badgerys Creek,NSW,44,"Thunderstorm produces 2-3cm hail in Bargo (Wollondilly LGA), 36kt 10min-mean wind at Badgerys Ck (LGA: City of Liverpool) and 39mm in 30 minutes at Guilford (LGA: City of Holroyd/Parramatta). NULL",,,
7300,12/03/2015 5:05,-32.0335,150.8264,Scone,NSW,190,Thunderstorm produces 51kt gust at YSCO. NULL,,,
7301,21/03/2015 6:08,-29.4898,149.8471,Moree AWS,NSW,51,NULL NULL,,,
7302,15/04/2015 6:02,-33.3627,147.9205,Forbes AWS,NSW,52,NULL NULL,,,
7303,25/04/2015 6:05,-36.2519,150.2275,Montague Island AWS,NSW,50,NULL NULL,,,
7351,12/10/2015 7:51,-30.9651,148.3679,COONAMBLE AIRPORT,NSW,55,55kt gust @ YCNM NULL,,,
7352,12/10/2015 7:14,-30.0317,148.1012,WALGETT AIRPORT,NSW,49,49kt gust @ YWLG NULL,,,
7353,21/10/2015 6:42,-32.2484,148.6012,DUBBO,NSW,48,48kt gust @ YSDU NULL,,,
7354,26/10/2015 3:13,-33.9842,151.2127,Molineaux Point,NSW,48,"48 kt gust at Molineaux Point, Port Botany NULL",,,
7355,26/10/2015 3:13,-34.0151,151.2012,KURNELL,NSW,51,51 kt gust at Kurnell NULL,,,
7356,26/10/2015 4:23,-30.0317,148.1012,WALGETT,NSW,54,54 knot gust Walgett (Within Warning Area) NULL,,,
7357,26/10/2015 5:00,-30.9817,150.2511,GUNNEDAH,NSW,50,50 knot gust Gunnedah (Within Warning Area) NULL,,,
7429,1/07/2013 16:16,-28.6317,153.6345,CAPE BYRON,NSW,51,95 km/hr wind gust recorded at Cape Byron at 2:16am (2/7) NULL,,,
7430,1/07/2013 4:06,-28.6317,153.6345,CAPE BYRON,NSW,51,95 km/hr wind gust recorded at Cape Byron at 2:06pm (1/7) NULL,,,
7468,23/08/2015 23:05,-30.0318,145.9512,BOURKE AIRPORT,NSW,48,Warning was Updated after this to include the Upper Western. NULL,,,
7473,1/11/2015 4:20,-30.8485,143.0846,White Cliffs,NSW,65,65kt gust @ YWHC. LGA: Central Darling Shire. NULL,,,
7474,2/11/2015 6:26,-32.9317,151.7845,Newcastle,NSW,55,55kt gust @ NBB. LGA: City of Newcastle. NULL,,,
7475,4/11/2015 5:37,-30.8522,143.0743,White Cliffs,NSW,60,60kt gust @ YWHC NULL,,,
7476,4/11/2016 7:33,-31.0863,141.7008,Fowlers Gap,NSW,65,NULL NULL,,,
7477,1/11/2015 3:31,-34.5412,144.8345,Hay,NSW,63,63kt gust @ YHAY NULL,,,
7480,4/11/2015 3:50,-32.0012,141.4694,Broken Hill,NSW,48,48kt gust @ YBHI NULL,,,
7481,4/11/2015 7:33,-31.0818,141.718,Fowlers Gap,NSW,65,65kt gust @ Fowlers Gap NULL,,,
7482,5/11/2015 5:15,-33.0651,147.1512,Condobolin,NSW,50,50kt gust @ YCDO NULL,,,
7483,29/11/2015 6:00,-28.8151,153.2845,Lismore,NSW,47,Channel 7 News Twitter feed reports structural collapse of the Lismore Base Hospital maternity ward following the severe storm. No fatalities were reported with all persons accounted for. Lismore Airport AWS recorded a 47kt gust at 4.04pm before being damaged to a degree where it could no longer report data. NULL,,,
7484,1/12/2015 5:58,-30.5437,151.62,Armidale,NSW,54,54kt gust @ YARM NULL,,,
7485,9/12/2015 9:05,-33.9067,151.0429,Bankstown,NSW,48,48kt gust @ YSBK. NULL,,,
7486,10/12/2015 6:30,-28.3317,153.3845,Murwillumbah,NSW,0,"SES reported wind damage from storms in Murwillumbah, including a number of trees down on roads, and an iron roof ripped off one property. No estimate on wind gust but radar shows a strong cell moving through the region close to the time of the report.%D NULL",,,
7487,9/12/2015 9:30,-32.9651,151.7011,Kahibah,NSW,48,"Storm spotter reports wind gusts exceeding 48kt, although no qualifying remarks to support estimate (i.e. no specific mention of damage in his comment section). Radar shows strong, possibly left moving supercell at time of report. Bankstown AP recorded a 48kt gust from a separate storm earlier in the day, so environment looks to be supportive of wind gusts.%D NULL",,,
7488,15/12/2015 22:15,-34.3651,150.9179,Bellambi,NSW,49,49kt gust @ Bellambi Point. This is the first severe observation of this event. NULL,,,
7495,15/12/2015 23:45,-33.9817,151.2012,Port Botany,NSW,77,77kt gust @ Port Botany. LGA: The City of Randwick. NULL,,,
7496,15/12/2015 23:50,-33.9817,151.2512,Little Bay,NSW,60,60kt gust @ Little Bay. LGA: City of Randwick. NULL,,,
7497,16/12/2015 2:02,-33.9817,151.2012,Port Botany,NSW,68,68kt gust @ Port Botany. This was produced by a second cell tracking along the coastal fringe in the early afternoon. LGA: City of Randwick. NULL,,,
7498,16/12/2015 2:00,-34.0151,151.2012,Kurnell,NSW,60,60kt gust @ Kurnell. LGA: Sutherland Shire. NULL,,,
7499,16/12/2015 2:03,-33.9484,151.2012,Botany,NSW,55,55kt gust @ Sydney Airport. LGA: City of Botany Bay. NULL,,,
7500,16/12/2015 4:42,-30.9317,148.3679,Coonamble,NSW,55,55kt gust @ YCNM from a line of thunderstorms. NULL,,,
7501,16/12/2015 8:20,-29.4651,149.8345,Moree,NSW,63,63kt gust @ YMOR from a line of thunderstorms. NULL,,,
7502,20/12/2015 6:22,-34.2818,146.0346,Griffith,NSW,50,50kt gust @ YGTH. NULL,,,
7503,20/12/2015 8:14,-35.1152,147.3679,Wagga Wagga,NSW,50,50kt gust @ YSWG. NULL,,,
7505,20/12/2015 12:45,-33.1317,148.1679,Parkes,NSW,51,51kt gust @ YPKS. NULL,,,
7512,13/01/2016 5:30,-34.108,141.9163,Wentworth,NSW,48,"Storm Spotter from Wentworth estimates wind gusts of 48kt from storms moving into his area around 4.30pm. This seems consistent with the radar data. He included some qualifying remarks: "" Some rooves and antennas damaged and blown down. Range hood at one shop dislodged."" This report is also consistent with wind gusts of 47kt observed at Mildura (20km to the SE) at 4.39pm. NULL",,,
7513,14/01/2016 3:15,-34.0567,150.6929,CAMDEN,NSW,52,52kt gust @ YSCN. LGA: Camden Council. NULL,,,
7514,14/01/2016 3:57,-33.9067,151.0429,BANKSTOWN,NSW,50,50kt gust @ YSBK. LGA: City of Bankstown. NULL,,,
7515,14/01/2016 4:07,-33.9067,151.0429,BANKSTOWN,NSW,53,53kt gust @ YSBK. LGA: City of Bankstown. NULL,,,
7516,14/01/2016 4:12,-33.9067,151.0429,BANKSTOWN,NSW,58,58kt gust @ YSBK. LGA: City of Bankstown. NULL,,,
7517,14/01/2016 4:18,-33.9484,151.2012,BOTANY,NSW,53,53kt gust @ Sydney Airport (YSSY) from a line of thunderstorms. LGA: City of Botany Bay. NULL,,,
7518,14/01/2016 4:20,-33.9484,151.2012,BOTANY,NSW,66,66kt gust @ Sydney Airport (YSSY) from a line of thunderstorms. LGA: City of Botany Bay. NULL,,,
7519,14/01/2016 4:19,-33.9817,151.2012,PORT BOTANY,NSW,55,55kt gust @ Port Botany from a line of thunderstorms. LGA: City of Randwick. NULL,,,
7520,14/01/2016 4:21,-33.9817,151.2012,PORT BOTANY,NSW,66,66kt gust @ Port Botany from a line of thunderstorms. LGA: City of Randwick. NULL,,,
7521,21/01/2016 4:40,-35.3333,149.1667,FYSHWICK,NSW,56,56kt gust @ YSCB from a thunderstorm moving from the NW. NULL,,,
7522,22/01/2016 11:22,-29.4152,142.0346,TIBOOBURRA,NSW,73,73kt gust @ YTIB. NULL,,,
7523,23/01/2016 2:50,-30.6483,152.8511,BOWRAVILLE,NSW,0,SES reports of a house in Bowraville with half its roof blown off following a line of storms passing through. Estimated time from radar ~1.50pm. Numerous trees were also reported to have fallen on roads in the area. NULL,,,
7524,14/01/2016 3:41,-33.8901,150.8846,BONNYRIGG,NSW,48,48kt gust reported at Bonnyrigg from a storm spotter (measured gust). Qualifying comments include tree branches which were snapped and a shade cloth which was torn. NULL,,,
7525,25/01/2016 5:00,-32.5817,149.5846,MUDGEE,NSW,52,52kt gust @ YMDG. NULL,,,
7526,28/01/2016 5:58,-33.8969,150.7281,BADGERYS CREEK,NSW,55,55kt gust @ Badgerys Creek from an isolated thunderstorm tracking across western Sydney. LGA: City of Liverpool. NULL,,,
7527,28/01/2016 23:14,-36.5063,148.3056,THREDBO,NSW,50,50kt gust @ Thredbo. NULL,,,
7528,29/01/2016 3:00,-34.0475,151.15,LUCAS HEIGHTS,NSW,49,49kt gust @ Lucas Heights from an approaching line of thunderstorms. LGA: Sutherland Shire. NULL,,,
7529,29/01/2016 5:48,-28.8484,153.0511,CASINO,NSW,51,51kt gust @ Casino. NULL,,,
7530,29/01/2016 5:52,-28.8484,153.0511,CASINO,NSW,53,53kt gust @ Casino. NULL,,,
7531,29/01/2016 2:30,-33.8484,150.9846,GUILDFORD,NSW,0,"Between 1 and 2pm an article video (SMH) shows storm damage in Sydney area, including: wall of building collapsed at Guildford damaging cars; very large gum tree uprooted in Blaxland (greater than 30m in length). NULL",,,
7532,29/01/2016 6:00,-28.9734,153.2595,CORAKI,NSW,0,"SES reports of significant roof damage to a number of properties in Ballina and Coraki, together with trees down on roads. Wind gust of 49kt recorded @ Casino about 20min earlier from same storm. NULL",,,
7533,30/01/2016 5:19,-36.8876,150.7404,BADGERYS CREEK,NSW,53,53kt gust @ Badgerys Creek from a large thunderstorm which also produce flash flooding at other locations in the Sydney Metropolitan. LGA: City of Liverpool. NULL,,,
7534,30/01/2016 6:16,-33.9817,151.2012,PORT BOTANY,NSW,58,58kt gust @ Port Botany (Molineux Point) from a large thunderstorm which also produce flash flooding and damaging wind gusts at other locations in the Sydney Metropolitan. LGA: City of Randwick. NULL,,,
7535,30/01/2016 5:45,-33.7151,151.2346,BELROSE,NSW,48,"Andrew Treloar reports storm damage on Forest Way at Belrose from the severe thunderstorm on Saturday afternoon 30/1/16. Based on his damage assessment, Andrew estimated wind gusts over 48kt. Supporting comments included: leaves shredded over a 1km strip"," branches snapped off and smallish trees fallen on a nature strip towards the western edge of the road."" Wind gusts over 48kt were also observed at other locations in Sydney on the same day. LGA: Warringah Council. NULL""",,
7536,30/01/2016 6:46,-33.9317,147.2012,WEST WYALONG,NSW,48,48kt gust @ YWWL. NULL,,,
7538,20/02/2016 5:34,-34.3651,150.3012,HIGH RANGE,NSW,72,72kt gust @ High Range from an isolated but highly organised supercell thunderstorm which tracked from the southern highlands into southwest Sydney. LGA: Wingecarribee. NULL,,,
7539,20/02/2016 6:30,-34.078,150.5708,THE OAKS,NSW,0,"An online 9 news article (21 Feb 2016) shows 5 light planes flipped over and destroyed at the Oaks Airfield (ICAO: YOAS), a private airfield located approximately 13km WSW of Camden Airport. This damage was caused by a supercell thunderstorm which moved through the area on Saturday 20 Feb around 5.30pm. SES reports also confirm this, and state other damage to properties in The Oaks area and a number of large trees uprooted. A persistent low level velocity couplet was visible on doppler radar with this storm as it tracked from the Southern Highlands near Moss Vale, before the weakening near Camden. A tornado event definitely seems possible, based on the nature of the damage, the observed gust of 72kt at High Range, the high level of organisation in the storm together with a low level velocity couplet. LGA: Wollondilly Shire. NULL",,,
7540,3/03/2016 5:41,-35.1152,147.3679,WAGGA WAGGA,NSW,50,50kt gust @ YSWG. NULL,,,
7541,11/03/2016 6:40,-32.1317,150.3511,MERRIWA,NSW,55,55kt gust @ Merriwa. NULL,,,
7542,12/03/2016 6:15,-34.6222,146.4326,YANCO,NSW,49,49kt gust @ YNC from a high based thunderstorm. NULL,,,
7543,18/03/2016 1:54,-33.3817,148.0012,FORBES,NSW,54,54kt gust @ YFBS from a high based thunderstorm. NULL,,,
7544,18/03/2016 5:49,-32.1317,150.3511,MERRIWA,NSW,54,54kt gust @ MERW from a line of thunderstorms. NULL,,,
7545,18/03/2016 2:05,-37.2617,150.0498,GREEN CAPE,NSW,55,55kt gust @ Green Cape. NULL,,,
7546,26/03/2016 4:40,-29.6687,152.9817,SWAN CREEK,NSW,0,Storm spotter reports large branches torn off trees in Swan Creek area from strong wind gusts associated with a thunderstorm squall line. The SES also reported 1 house had part of its roof ripped off in the same area. Strongest nearby gusts were 39kt @ Grafton Research Station (5km NW of damage report) around 3.32pm. NULL,,,
7547,10/04/2016 4:56,-30.0372,148.1223,WALGETT,NSW,59,59kt gust @ YWLG. NULL,,,
7548,29/04/2016 5:48,-31.4985,145.8346,COBAR,NSW,54,54kt gust @ Cobar from a line of high based thunderstorms. NULL,,,
7582,4/10/2016 5:30,-35.5294,148.7723,MT GININI,NSW,52,Associated with squall line. NULL,,,
7583,4/10/2016 5:29,-35.9486,148.44,CABRAMURRA,NSW,55,Associated with squall line. NULL,,,
7584,4/10/2016 6:43,-35.3075,149.1244,CANBERRA AIRPORT,NSW,52,Associated with squall line. NULL,,,
7585,4/10/2016 7:40,-34.7479,149.1277,GOULBURN,NSW,51,Associated with squall line. NULL,,,
7586,4/10/2016 8:20,-34.8833,150.6,NOWRA,NSW,57,Associated with squall line outflow. NULL,,,
7587,4/10/2016 8:33,-34.5506,150.3964,MOSS VALE,NSW,48,Associated with squall line outflow. NULL,,,
7588,4/10/2016 8:50,-34.4278,150.8931,ALBION PARK,NSW,58,Associated with squall line outflow. NULL,,,
7589,4/10/2016 8:49,-34.3667,150.3,HIGH RANGE,NSW,56,Associated with squall line outflow. NULL,,,
7590,21/10/2016 4:35,-30.0907,145.9382,BOURKE,NSW,48,NULL NULL,,,
7591,21/10/2016 6:12,-32.0333,147.9833,TRANGIE,NSW,51,NULL NULL,,,
7592,30/10/2016 8:21,-36.5,148.3,THREDBO,NSW,51,"Gust associated with a line of thunderstorms, following the easing of non-thunderstorm gale force winds earlier in the day. NULL",,,
7593,31/10/2016 2:40,-30.3244,153.1167,COFFS HARBOUR,NSW,61,"Gust from fast moving storm cell, likely mixing down of strong mid-tropospheric wind. NULL",,,
7594,9/11/2016 9:17,-28.9833,153.3,CORAKI,NSW,54,"Reports of 100 km/h wind gusts and hail (size unknown) via media. Also reports of TS-related blackouts through NE NSW - Ballina, Lennox, Casino, Kyogle, Bonalbo, Urbenville, Richmond Hill. Strongest reported gust on Bureau AWS 83 km/h at Lismore Airport. NULL",,,
7595,11/11/2016 8:08,-31.9539,141.4539,BROKEN HILL,NSW,54,Tornado reports from earlier in the afternoon from two storm spotter reports. NULL,,,
7596,11/11/2016 16:27,-33.1373,148.1747,PARKES,NSW,51,NULL NULL,,,
7597,12/11/2016 6:33,-30.3324,149.7812,NARRABRI,NSW,69,Storm also produced large hail. Likely supercell thunderstorm. NULL,,,
7598,5/12/2016 4:45,-32.74,151.54,MAITLAND,NSW,0,Unconfirmed spotter report of tornado plus SES report of multiple wind jobs and trees down. Unclear if tornadic or straight line gusts. NULL,,,
7599,5/12/2016 5:48,-33.9843,151.2126,MOLINEAUX POINT,NSW,52,NULL NULL,,,
7600,5/12/2016 12:31,-28.6335,153.6381,CAPE BYRON,NSW,49,NULL NULL,,,
7682,8/12/2016 3:03,-29.4494,142.0574,TIBOOBURRA,NSW,52,NULL NULL,,,
7683,8/12/2016 6:00,-30.0396,145.9507,BOURKE,NSW,51,NULL NULL,,,
7684,8/12/2016 7:48,-31.0844,150.8485,TAMWORTH,NSW,49,NULL NULL,,,
7685,8/12/2016 9:39,-31.0927,150.932,TAMWORTH,NSW,75,NULL NULL,,,
7686,8/12/2016 9:00,-31.0927,150.932,COONABARABRAN,NSW,49,NULL NULL,,,
7687,30/11/2016 4:15,-29.3238,152.6506,UPPER FINE FLOWER,NSW,54,"Reports of wind damage including snapped tree branches and uprooted trees, gusts estimated at 100km/h. Also included a report of large hail. NULL",,,
7688,17/12/2016 7:10,-29.9011,152.7036,NYMBOIDA,NSW,0, SES reported a roof off a house from winds associated with an earlier storm at Nymboida. NULL,,,
7689,20/12/2016 6:42,-34.5253,150.4217,MOSS VALE,NSW,48,NULL NULL,,,
7690,21/12/2016 6:27,-28.8667,153.05,CASINO,NSW,0,Report of roof damage from storm at Casino. NULL,,,
7691,23/12/2016 4:53,-30.5273,151.6158,ARMIDALE,NSW,52,Thunderstorm also produced heavy rainfall at same location. NULL,,,
7692,30/12/2016 8:28,-33.8281,148.6779,COWRA,NSW,51,NULL NULL,,,
7701,1/01/2017 5:40,-31.3323,149.2708,Coonabarabran,NSW,50,NULL NULL,,,
7702,9/01/2017 2:36,-36.4999,148.3166,Thredbo,NSW,49,NULL NULL,,,
7703,17/01/2017 3:49,-33.1385,148.2329,Parkes,NSW,60,"Down burst from high based convective shower, not particularly lightning active. NULL",,,
7704,18/01/2017 4:59,-32.6145,149.5733,Mudgee,NSW,70,NULL NULL,,,
7705,18/01/2017 7:07,-31.7639,150.8326,Murrurundi,NSW,49,NULL NULL,,,
7706,18/01/2017 7:00,-32.0546,150.8595,Scone,NSW,49,NULL NULL,,,
7707,20/01/2017 0:46,-35.9486,148.44,Cabramurra,NSW,54,Gusts from convective showers and strong winds aloft. Initial gust of 51 knots at 00:46 UTC then a second gust of 54 knots some time around 01:30 UTC. Included peak 10 minute mean wind speed of 37 knots at 02:00 UTC. NULL,,,
7708,20/01/2017 3:04,-30.9923,150.2369,Gunnedah,NSW,51,"Gust from squall line that also produced damage at Moree, Guyra, and Tamworth. NULL",,,
7709,20/01/2017 3:24,-29.4658,149.8339,Moree,NSW,52,"Gust from squall line that also produced damage at Gunnedah, Guyra, and Tamworth. NULL",,,
7710,20/01/2017 3:40,-31.0817,150.9345,TAMWORTH,NSW,0,Media reports of significant wind damage from squall line that also produced damaging gusts and Gunnedah and Moree. No significant gusts recorded at Tamworth AP. NULL,,,
7711,20/01/2017 5:00,-30.2151,151.6678,GUYRA,NSW,0,"Media report of significant wind damage at Guyra associated with squall line that also produced damaging gusts at Tamworth, Gunnedah and Moree. NULL",,,
7712,20/01/2017 6:57,-29.6817,152.9337,Grafton,NSW,50,"Wind gust from squall line that also produced damaging gusts at Moree, Gunnedah, Tamworth and Guyra. NULL",,,
7713,23/01/2017 7:56,-31.5208,143.3803,Wilcannia,NSW,79," 79 knot (146km/h) gust recorded at Wilcannia AP, mean speed of 49 knots (91 km/h) from a thunderstorm directly over the top of the aerodrome. Suspect a potential wet microburst event given the relatively moist mid levels and inverted V sub-cloud layer in the pre-storm environment. Surface temperature dropped from around 39C to 25C following the downburst with about 15mm of rainfall recorded. Model guidance only showing winds of 20-25 knots aloft over Wilcannia at the time. NULL",,,
7714,23/01/2017 8:38,-31.4949,145.8402,Cobar,NSW,53,"News article online reporting flash flooding and wind damage from a storm at Cobar during Monday evening (23/01), together with photos and some footage. http://www.9news.com.au/national/2017/01/24/09/35/wild-storm-smashes-nsw-town-of-cobar-sending-torrent-of-water-down-streets. NULL",,,
7715,25/01/2017 10:07,-30.3183,149.8291,Narrabri,NSW,53,NULL NULL,,,
7716,4/02/2017 5:06,-30.9808,148.3783,Coonamble,NSW,48,NULL NULL,,,
7717,4/02/2017 6:13,-32.0365,150.8311,Scone,NSW,53,"Thunderstorm produced at gust of 51 knots at 06:13 UTC, then a gust of 53 knots at 06:17 UTC. The AWS failed after 06:17 UTC. NULL",,,
